movieId,clean_title,clean_genres,year,avg_rating,rating_std,rating_count,unique_users,clean_tags,imdbId,tmdbId
40,Cry the Beloved Country,['Drama'],1995,4.25,1.06,2.0,2.0,"['in netflix queue', 'south africa']",112749,34615.0
41,Richard III,"['Drama', 'War']",1995,3.7,0.68,15.0,15.0,['shakespeare'],114279,31174.0
42,Dead Presidents,"['Action', 'Crime', 'Drama']",1995,3.0,0.82,7.0,7.0,[],112819,11443.0
43,Restoration,['Drama'],1995,3.19,0.65,8.0,8.0,['england'],114272,35196.0
44,Mortal Kombat,"['Action', 'Adventure', 'Fantasy']",1995,2.54,1.08,46.0,46.0,[],113855,9312.0
45,To Die For,"['Comedy', 'Drama', 'Thriller']",1995,3.31,0.83,32.0,32.0,['journalism'],114681,577.0
46,How to Make an American Quilt,"['Drama', 'Romance']",1995,3.07,1.18,15.0,15.0,['wedding'],113347,11861.0
47,Seven aka Se7en,"['Mystery', 'Thriller']",1995,3.98,0.92,203.0,203.0,"['twist ending', 'serial killer', 'mystery']",114369,807.0
48,Pocahontas,"['Animation', 'Children', 'Drama', 'Musical', 'Romance']",1995,3.15,1.05,68.0,68.0,[],114148,10530.0
49,When Night Is Falling,"['Drama', 'Romance']",1995,3.0,0.0,1.0,1.0,[],114916,8391.0
50,Usual Suspects The,"['Crime', 'Mystery', 'Thriller']",1995,4.24,0.8,204.0,204.0,"['suspense', 'tricky', 'mindfuck', 'heist', 'twist ending', 'thriller']",114814,629.0
52,Mighty Aphrodite,"['Comedy', 'Drama', 'Romance']",1995,3.46,0.87,28.0,28.0,"['prostitution', 'adoption']",113819,11448.0
53,Lamerica,"['Adventure', 'Drama']",1994,5.0,0.0,2.0,2.0,[],110299,49133.0
54,Big Green The,"['Children', 'Comedy']",1995,2.33,1.53,3.0,3.0,[],112499,26441.0
55,Georgia,['Drama'],1995,4.0,0.0,1.0,1.0,[],113158,97406.0
57,Home for the Holidays,['Drama'],1995,3.06,0.86,8.0,8.0,[],113321,9089.0
58,Postman The Postino Il,"['Comedy', 'Drama', 'Romance']",1994,4.03,0.92,37.0,37.0,['writing'],110877,11010.0
60,Indian in the Cupboard The,"['Adventure', 'Children', 'Fantasy']",1995,3.24,1.02,34.0,34.0,[],113419,11359.0
61,Eye for an Eye,"['Drama', 'Thriller']",1996,3.75,0.88,6.0,6.0,[],116260,17182.0
62,Mr Hollands Opus,['Drama'],1995,3.71,1.05,80.0,80.0,['music'],113862,2054.0
63,Dont Be a Menace to South Central While Drinking Your Juice in the Hood,"['Comedy', 'Crime']",1996,2.71,1.15,7.0,7.0,[],116126,10607.0
64,Two if by Sea,"['Comedy', 'Romance']",1996,2.2,0.84,5.0,5.0,[],118002,19760.0
65,Bio-Dome,['Comedy'],1996,2.53,1.06,31.0,31.0,[],115683,9536.0
66,Lawnmower Man 2 Beyond Cyberspace,"['Action', 'Sci-Fi', 'Thriller']",1996,2.5,1.12,9.0,9.0,[],116839,11525.0
68,French Twist Gazon maudit,"['Comedy', 'Romance']",1995,3.4,1.14,5.0,5.0,[],113149,4482.0
69,Friday,['Comedy'],1995,3.78,0.9,20.0,20.0,[],113118,10634.0
70,From Dusk Till Dawn,"['Action', 'Comedy', 'Horror', 'Thriller']",1996,3.51,1.02,55.0,55.0,[],116367,755.0
71,Fair Game,['Action'],1995,1.7,0.45,5.0,5.0,[],113010,11859.0
72,Kicking and Screaming,"['Comedy', 'Drama']",1995,3.21,1.29,7.0,7.0,[],113537,28387.0
73,Misérables Les,"['Drama', 'War']",1995,3.46,0.69,13.0,13.0,[],113828,48750.0
74,Bed of Roses,"['Drama', 'Romance']",1996,4.0,0.76,8.0,8.0,[],115644,20927.0
75,Big Bully,"['Comedy', 'Drama']",1996,2.2,1.1,5.0,5.0,[],115676,36929.0
76,Screamers,"['Action', 'Sci-Fi', 'Thriller']",1995,3.4,1.2,15.0,15.0,[],114367,9102.0
77,Nico Icon,['Documentary'],1995,4.0,0.0,1.0,1.0,[],113973,124626.0
78,Crossing Guard The,"['Action', 'Crime', 'Drama', 'Thriller']",1995,3.33,0.58,3.0,3.0,[],112744,27526.0
79,Juror The,"['Drama', 'Thriller']",1996,2.76,1.2,17.0,17.0,[],116731,9623.0
80,White Balloon The Badkonake sefid,"['Children', 'Drama']",1995,4.0,0.0,2.0,2.0,[],112445,46785.0
81,Things to Do in Denver When Youre Dead,"['Crime', 'Drama', 'Romance']",1995,3.11,0.76,14.0,14.0,[],114660,400.0
82,Antonias Line Antonia,"['Comedy', 'Drama']",1995,3.88,1.48,8.0,8.0,[],112379,880.0
83,Once Upon a Time When We Were Colored,"['Drama', 'Romance']",1995,3.0,0.0,1.0,1.0,[],114039,146599.0
85,Angels and Insects,"['Drama', 'Romance']",1995,3.86,1.57,7.0,7.0,[],112365,8447.0
86,White Squall,"['Action', 'Adventure', 'Drama']",1996,3.97,0.77,15.0,15.0,[],118158,10534.0
87,Dunston Checks In,"['Children', 'Comedy']",1996,2.5,0.96,7.0,7.0,[],116151,17414.0
88,Black Sheep,['Comedy'],1996,3.16,1.18,16.0,16.0,[],115697,13997.0
89,Nick of Time,"['Action', 'Thriller']",1995,3.25,0.75,10.0,10.0,[],113972,2086.0
92,Mary Reilly,"['Drama', 'Horror', 'Thriller']",1996,2.62,1.03,8.0,8.0,['jekyll and hyde'],117002,9095.0
93,Vampire in Brooklyn,"['Comedy', 'Horror', 'Romance']",1995,2.83,1.03,9.0,9.0,[],114825,12158.0
94,Beautiful Girls,"['Comedy', 'Drama', 'Romance']",1996,3.95,0.5,10.0,10.0,[],115639,9283.0
95,Broken Arrow,"['Action', 'Adventure', 'Thriller']",1996,3.02,1.01,84.0,84.0,[],115759,9208.0
96,In the Bleak Midwinter,"['Comedy', 'Drama']",1995,3.5,0.0,1.0,1.0,['theater'],113403,40154.0
97,Hate Haine La,"['Crime', 'Drama']",1995,3.9,0.74,10.0,10.0,[],113247,406.0
99,Heidi Fleiss Hollywood Madam,['Documentary'],1995,5.0,0.0,2.0,2.0,[],113283,63076.0
100,City Hall,"['Drama', 'Thriller']",1996,2.79,0.7,14.0,14.0,[],115907,11062.0
101,Bottle Rocket,"['Adventure', 'Comedy', 'Crime', 'Romance']",1996,3.78,1.04,23.0,23.0,"['quirky', 'offbeat comedy', 'crime']",115734,13685.0
102,Mr Wrong,['Comedy'],1996,2.4,1.95,5.0,5.0,[],117102,47475.0
103,Unforgettable,"['Mystery', 'Sci-Fi', 'Thriller']",1996,3.0,0.0,3.0,3.0,[],118040,2045.0
104,Happy Gilmore,['Comedy'],1996,3.44,0.99,99.0,99.0,"['test tag', 'adam sandler', 'golf']",116483,9614.0
105,Bridges of Madison County The,"['Drama', 'Romance']",1995,3.28,0.85,23.0,23.0,[],112579,688.0
106,Nobody Loves Me Keiner liebt mich,"['Comedy', 'Drama']",1994,4.0,0.0,1.0,1.0,[],110251,11907.0
107,Muppet Treasure Island,"['Adventure', 'Children', 'Comedy', 'Musical']",1996,3.33,0.93,26.0,26.0,['muppets'],117110,10874.0
108,Catwalk,['Documentary'],1996,4.0,0.0,1.0,1.0,[],112646,89333.0
110,Braveheart,"['Action', 'Drama', 'War']",1995,4.03,0.97,237.0,237.0,"['mel gibson', 'scotland', 'oscar best cinematography', 'inspirational', 'sword fight', 'historical', 'beautiful scenery', 'epic', 'medieval', 'revenge']",112573,197.0
111,Taxi Driver,"['Crime', 'Drama', 'Thriller']",1976,4.11,0.82,104.0,104.0,['assassination'],75314,103.0
112,Rumble in the Bronx Hont faan kui,"['Action', 'Adventure', 'Comedy', 'Crime']",1995,3.54,0.93,46.0,46.0,[],113326,33542.0
113,Before and After,"['Drama', 'Mystery']",1996,3.33,0.58,3.0,3.0,[],115645,43566.0
116,Anne Frank Remembered,['Documentary'],1995,3.9,1.02,5.0,5.0,['holocaust'],112373,51352.0
117,Young Poisoners Handbook The,"['Crime', 'Drama']",1995,3.0,0.0,1.0,1.0,[],115033,16934.0
118,If Lucy Fell,"['Comedy', 'Romance']",1996,2.5,0.71,2.0,2.0,[],116606,10324.0
119,Steal Big Steal Little,['Comedy'],1995,3.0,0.0,2.0,2.0,[],114536,78406.0
121,Boys of St Vincent The,['Drama'],1992,4.0,0.0,2.0,2.0,[],106473,32119.0
122,Boomerang,"['Comedy', 'Romance']",1992,2.66,0.72,16.0,16.0,['dating'],103859,11066.0
123,Chungking Express Chung Hing sam lam,"['Drama', 'Mystery', 'Romance']",1994,4.38,0.95,4.0,4.0,[],109424,11104.0
125,Flirting With Disaster,['Comedy'],1996,3.58,1.26,12.0,12.0,[],116324,2074.0
126,NeverEnding Story III The,"['Adventure', 'Children', 'Fantasy']",1994,2.0,0.82,7.0,7.0,[],110647,27793.0
128,Jupiters Wife,['Documentary'],1994,3.0,0.0,1.0,1.0,[],110217,290157.0
129,Pie in the Sky,"['Comedy', 'Romance']",1996,2.0,0.0,1.0,1.0,[],114131,110972.0
132,Jade,['Thriller'],1995,2.83,0.75,6.0,6.0,[],113451,11863.0
135,Down Periscope,['Comedy'],1996,2.95,1.03,31.0,31.0,[],116130,9101.0
137,Man of the Year,['Documentary'],1995,3.0,0.0,1.0,1.0,[],113756,5757.0
140,Up Close and Personal,"['Drama', 'Romance']",1996,3.5,0.68,16.0,16.0,['journalism'],118055,9302.0
141,Birdcage The,['Comedy'],1996,3.49,0.84,86.0,86.0,[],115685,11000.0
144,Brothers McMullen The,['Comedy'],1995,3.33,0.86,12.0,12.0,[],112585,16388.0
145,Bad Boys,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",1995,3.25,0.86,51.0,51.0,[],112442,9737.0
146,Amazing Panda Adventure The,"['Adventure', 'Children']",1995,3.33,0.58,3.0,3.0,[],112342,30765.0
147,Basketball Diaries The,['Drama'],1995,3.47,0.85,15.0,15.0,"['heroin', 'addiction', 'leonardo dicaprio', 'mark wahlberg']",112461,10474.0
148,Awfully Big Adventure An,['Drama'],1995,5.0,0.0,1.0,1.0,[],112427,22279.0
149,Amateur,"['Crime', 'Drama', 'Thriller']",1994,2.0,0.0,1.0,1.0,[],109093,30157.0
150,Apollo 13,"['Adventure', 'Drama', 'IMAX']",1995,3.85,0.88,201.0,201.0,"['nasa', 'moon', 'space']",112384,568.0
151,Rob Roy,"['Action', 'Drama', 'Romance', 'War']",1995,3.55,0.95,44.0,44.0,[],114287,11780.0
152,Addiction The,"['Drama', 'Horror']",1995,1.5,0.71,2.0,2.0,[],112288,34996.0
153,Batman Forever,"['Action', 'Adventure', 'Comedy', 'Crime']",1995,2.92,0.9,137.0,137.0,['superhero'],112462,414.0
154,Beauty of the Day Belle de jour,['Drama'],1967,3.88,0.61,12.0,12.0,[],61395,649.0
155,Beyond Rangoon,"['Adventure', 'Drama', 'War']",1995,2.42,1.36,6.0,6.0,[],112495,1873.0
156,Blue in the Face,"['Comedy', 'Drama']",1995,3.33,1.15,3.0,3.0,[],112541,5894.0
157,Canadian Bacon,"['Comedy', 'War']",1995,2.86,1.1,11.0,11.0,[],109370,1775.0
158,Casper,"['Adventure', 'Children']",1995,2.81,1.11,62.0,62.0,[],112642,8839.0
159,Clockers,"['Crime', 'Drama', 'Mystery']",1995,2.89,0.92,14.0,14.0,[],112688,20649.0
160,Congo,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",1995,2.88,1.03,57.0,57.0,['michael crichton'],112715,10329.0
161,Crimson Tide,"['Drama', 'Thriller', 'War']",1995,3.64,0.88,103.0,103.0,['submarine'],112740,8963.0
162,Crumb,['Documentary'],1994,4.21,0.64,17.0,17.0,['in netflix queue'],109508,26564.0
163,Desperado,"['Action', 'Romance', 'Western']",1995,3.56,0.99,66.0,66.0,[],112851,8068.0
164,Devil in a Blue Dress,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",1995,3.32,0.77,14.0,14.0,[],112857,8512.0
165,Die Hard With a Vengeance,"['Action', 'Crime', 'Thriller']",1995,3.56,0.92,144.0,144.0,[],112864,1572.0
166,Doom Generation The,"['Comedy', 'Crime', 'Drama']",1995,2.83,1.26,3.0,3.0,[],112887,13552.0
168,First Knight,"['Action', 'Drama', 'Romance']",1995,3.08,1.3,54.0,54.0,[],113071,6520.0
169,Free Willy 2 The Adventure Home,"['Adventure', 'Children', 'Drama']",1995,2.4,0.99,10.0,10.0,[],113114,9073.0
170,Hackers,"['Action', 'Adventure', 'Crime', 'Thriller']",1995,3.23,0.92,35.0,35.0,[],113243,10428.0
171,Jeffrey,"['Comedy', 'Drama']",1995,3.83,0.98,6.0,6.0,[],113464,17447.0
172,Johnny Mnemonic,"['Action', 'Sci-Fi', 'Thriller']",1995,2.68,1.07,53.0,53.0,[],113481,9886.0
173,Judge Dredd,"['Action', 'Crime', 'Sci-Fi']",1995,2.67,1.03,62.0,62.0,[],113492,9482.0
174,Jury Duty,['Comedy'],1995,2.7,1.48,10.0,10.0,[],113500,19326.0
175,Kids,['Drama'],1995,3.98,0.75,20.0,20.0,"['new york city', 'controversial', 'nudity full frontal']",113540,9344.0
176,Living in Oblivion,['Comedy'],1995,4.31,0.52,13.0,13.0,[],113677,9071.0
177,Lord of Illusions,['Horror'],1995,2.75,1.16,8.0,8.0,[],113690,8973.0
178,Love & Human Remains,"['Comedy', 'Drama']",1993,1.0,0.0,1.0,1.0,[],107447,15730.0
179,Mad Love,"['Drama', 'Romance']",1995,1.5,0.71,2.0,2.0,[],113729,47608.0
180,Mallrats,"['Comedy', 'Romance']",1995,3.4,0.92,36.0,36.0,[],113749,2293.0
181,Mighty Morphin Power Rangers The Movie,"['Action', 'Children']",1995,2.26,1.16,17.0,17.0,[],113820,9070.0
183,Mute Witness,"['Comedy', 'Horror', 'Thriller']",1994,3.5,0.71,2.0,2.0,[],110604,48787.0
184,Nadja,['Drama'],1994,3.5,0.71,2.0,2.0,[],110620,34574.0
185,Net The,"['Action', 'Crime', 'Thriller']",1995,3.04,1.04,112.0,112.0,['computers'],113957,1642.0
186,Nine Months,"['Comedy', 'Romance']",1995,2.82,1.07,48.0,48.0,[],113986,11472.0
187,Party Girl,['Comedy'],1995,4.12,0.85,4.0,4.0,[],114095,36196.0
188,Prophecy The,"['Fantasy', 'Horror', 'Mystery']",1995,3.46,1.01,12.0,12.0,[],114194,11980.0
189,Reckless,"['Comedy', 'Fantasy']",1995,3.0,0.0,1.0,1.0,[],114241,58372.0
190,Safe,['Thriller'],1995,2.8,1.48,5.0,5.0,[],114323,32646.0
191,Scarlet Letter The,"['Drama', 'Romance']",1995,2.42,1.43,6.0,6.0,[],114345,10533.0
193,Showgirls,['Drama'],1995,2.47,1.01,35.0,35.0,[],114436,10802.0
194,Smoke,"['Comedy', 'Drama']",1995,3.67,1.27,18.0,18.0,[],114478,10149.0
195,Something to Talk About,"['Comedy', 'Drama', 'Romance']",1995,3.1,1.26,10.0,10.0,[],114496,18402.0
196,Species,"['Horror', 'Sci-Fi']",1995,2.67,0.92,45.0,45.0,[],114508,9348.0
198,Strange Days,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",1995,3.25,0.93,28.0,28.0,[],114558,281.0
199,Umbrellas of Cherbourg The Parapluies de Cherbourg Les,"['Drama', 'Musical', 'Romance']",1964,4.12,0.85,4.0,4.0,['made me cry'],58450,5967.0
201,Three Wishes,"['Drama', 'Fantasy']",1995,3.0,0.0,1.0,1.0,[],114663,47939.0
202,Total Eclipse,"['Drama', 'Romance']",1995,3.0,0.0,1.0,1.0,[],114702,36834.0
203,To Wong Foo Thanks for Everything Julie Newmar,['Comedy'],1995,3.43,0.79,22.0,22.0,[],114682,9090.0
204,Under Siege 2 Dark Territory,['Action'],1995,2.72,1.13,30.0,30.0,[],114781,3512.0
205,Unstrung Heroes,"['Comedy', 'Drama']",1995,3.17,0.61,9.0,9.0,[],114798,52856.0
206,Unzipped,['Documentary'],1995,3.0,1.41,2.0,2.0,[],114805,77350.0
207,Walk in the Clouds A,"['Drama', 'Romance']",1995,3.43,1.09,21.0,21.0,[],114887,9560.0
208,Waterworld,"['Action', 'Adventure', 'Sci-Fi']",1995,2.91,0.96,115.0,115.0,[],114898,9804.0
209,White Mans Burden,['Drama'],1995,3.17,0.76,3.0,3.0,[],114928,31611.0
210,Wild Bill,['Western'],1995,3.0,0.82,4.0,4.0,[],114938,65796.0
211,Browning Version The,['Drama'],1994,3.5,0.71,2.0,2.0,[],109340,49805.0
212,Bushwhacked,"['Adventure', 'Comedy', 'Crime', 'Mystery']",1995,3.0,1.32,3.0,3.0,[],112602,26258.0
213,Burnt by the Sun Utomlyonnye solntsem,['Drama'],1994,3.83,1.81,6.0,6.0,[],111579,50797.0
214,Before the Rain Pred dozhdot,"['Drama', 'War']",1994,4.0,0.0,2.0,2.0,[],110882,19155.0
215,Before Sunrise,"['Drama', 'Romance']",1995,4.04,1.0,24.0,24.0,['generation x'],112471,76.0
216,Billy Madison,['Comedy'],1995,3.33,1.06,49.0,49.0,"['stop looking at me swan', 'adam sandler', 'school']",112508,11017.0
217,Babysitter The,"['Drama', 'Thriller']",1995,2.33,1.51,6.0,6.0,[],112438,37141.0
218,Boys on the Side,"['Comedy', 'Drama']",1995,3.43,1.02,14.0,14.0,[],112571,9382.0
219,Cure The,['Drama'],1995,3.0,0.0,1.0,1.0,[],112757,6715.0
220,Castle Freak,['Horror'],1995,3.0,0.0,1.0,1.0,[],112643,18256.0
222,Circle of Friends,"['Drama', 'Romance']",1995,3.75,1.24,16.0,16.0,['ireland'],112679,22625.0
223,Clerks,['Comedy'],1994,3.86,0.95,104.0,104.0,"['witty', 'hilarious', 'independent film', 'cynical', 'quirky', 'generation x']",109445,2292.0
224,Don Juan DeMarco,"['Comedy', 'Drama', 'Romance']",1995,3.61,0.76,40.0,40.0,"['psychology', 'mental illness']",112883,1909.0
225,Disclosure,"['Drama', 'Thriller']",1994,3.54,0.78,52.0,52.0,[],109635,8984.0
227,Drop Zone,"['Action', 'Thriller']",1994,2.86,1.04,22.0,22.0,[],109676,4954.0
228,Destiny Turns on the Radio,['Comedy'],1995,2.33,1.15,3.0,3.0,[],112854,62488.0
229,Death and the Maiden,"['Drama', 'Thriller']",1994,3.43,0.84,7.0,7.0,[],109579,10531.0
230,Dolores Claiborne,"['Drama', 'Thriller']",1995,3.4,0.75,24.0,24.0,['stephen king'],109642,11929.0
231,Dumb & Dumber Dumb and Dumber,"['Adventure', 'Comedy']",1994,3.06,1.12,133.0,133.0,[],109686,8467.0
232,Eat Drink Man Woman Yin shi nan nu,"['Comedy', 'Drama', 'Romance']",1994,3.89,1.23,14.0,14.0,['in netflix queue'],111797,10451.0
233,Exotica,['Drama'],1994,3.5,0.52,12.0,12.0,[],109759,20156.0
234,Exit to Eden,['Comedy'],1994,2.59,0.94,17.0,17.0,[],109758,18395.0
235,Ed Wood,"['Comedy', 'Drama']",1994,3.68,0.91,70.0,70.0,['movie business'],109707,522.0
236,French Kiss,"['Action', 'Comedy', 'Romance']",1995,3.48,0.92,45.0,45.0,[],113117,397.0
237,Forget Paris,"['Comedy', 'Romance']",1995,3.34,1.04,22.0,22.0,"['infertility', 'france', 'basketball']",113097,10525.0
238,Far From Home The Adventures of Yellow Dog,"['Adventure', 'Children']",1995,4.0,1.41,2.0,2.0,[],113028,27985.0
239,Goofy Movie A,"['Animation', 'Children', 'Comedy', 'Romance']",1995,3.0,1.06,17.0,17.0,[],113198,15789.0
240,Hideaway,['Thriller'],1995,2.38,0.75,4.0,4.0,[],113303,27303.0
241,Fluke,"['Children', 'Drama']",1995,4.0,0.0,1.0,1.0,[],113089,21183.0
242,Farinelli il castrato,"['Drama', 'Musical']",1994,3.6,0.89,5.0,5.0,[],109771,10954.0
243,Gordy,"['Children', 'Comedy', 'Fantasy']",1995,3.0,0.0,1.0,1.0,[],113199,47867.0
246,Hoop Dreams,['Documentary'],1994,4.29,0.76,29.0,29.0,['basketball'],110057,14275.0
247,Heavenly Creatures,"['Crime', 'Drama']",1994,3.93,0.76,21.0,21.0,['australia'],110005,1024.0
248,Houseguest,['Comedy'],1994,3.18,1.0,17.0,17.0,"['sinbad', 'bad']",110066,17207.0
249,Immortal Beloved,"['Drama', 'Romance']",1994,3.72,0.89,18.0,18.0,['beethoven'],110116,13701.0
250,Heavyweights Heavy Weights,"['Children', 'Comedy']",1995,2.5,1.1,6.0,6.0,[],110006,14819.0
251,Hunted The,['Action'],1995,3.0,0.5,3.0,3.0,[],113360,32631.0
252,IQ,"['Comedy', 'Romance']",1994,3.45,0.86,43.0,43.0,['einstein'],110099,11777.0
253,Interview with the Vampire The Vampire Chronicles,"['Drama', 'Horror']",1994,3.46,1.02,109.0,109.0,[],110148,628.0
254,Jefferson in Paris,['Drama'],1995,3.0,0.0,1.0,1.0,[],113463,87729.0
255,Jerky Boys The,['Comedy'],1995,2.07,1.54,7.0,7.0,[],110189,18713.0
256,Junior,"['Comedy', 'Sci-Fi']",1994,2.83,1.04,35.0,35.0,[],110216,6280.0
257,Just Cause,"['Mystery', 'Thriller']",1995,3.5,0.94,14.0,14.0,['court'],113501,9061.0
258,Kid in King Arthurs Court A,"['Adventure', 'Children', 'Comedy', 'Fantasy', 'Romance']",1995,2.6,1.07,10.0,10.0,[],113538,37108.0
259,Kiss of Death,"['Crime', 'Drama', 'Thriller']",1995,3.2,0.45,5.0,5.0,[],113552,6071.0
260,Star Wars Episode IV - A New Hope,"['Action', 'Adventure', 'Sci-Fi']",1977,4.23,0.87,251.0,251.0,"['great soundtrack', 'space epic', 'space opera', 'robots and androids', 'darth vader', 'nerd', 'oldie but goodie', 'classic scifi', 'space action', 'space', 'star wars', 'space adventure', 'engrossing adventure', 'luke skywalker', 'scifi', 'classic', 'epic', 'action']",76759,11.0
261,Little Women,['Drama'],1994,3.88,0.76,42.0,42.0,['louisa may alcott'],110367,9587.0
262,Little Princess A,"['Children', 'Drama']",1995,3.9,0.62,21.0,21.0,"['england', 'india', 'girl power']",113670,19101.0
263,Ladybird Ladybird,['Drama'],1994,4.0,0.0,1.0,1.0,[],110296,49980.0
265,Like Water for Chocolate Como agua para chocolate,"['Drama', 'Fantasy', 'Romance']",1992,3.94,1.07,33.0,33.0,[],103994,18183.0
266,Legends of the Fall,"['Drama', 'Romance', 'War', 'Western']",1994,3.4,0.98,68.0,68.0,[],110322,4476.0
267,Major Payne,['Comedy'],1995,2.94,1.3,17.0,17.0,[],110443,11008.0
269,My Crazy Life Mi vida loca,['Drama'],1993,3.0,0.0,2.0,2.0,[],107566,32325.0
270,Love Affair,"['Drama', 'Romance']",1994,3.4,1.39,5.0,5.0,[],110391,43742.0
271,Losing Isaiah,['Drama'],1995,3.5,1.29,4.0,4.0,[],113691,28313.0
272,Madness of King George The,"['Comedy', 'Drama']",1994,3.76,1.12,31.0,31.0,"['mental illness', 'england']",110428,11318.0
273,Mary Shelleys Frankenstein Frankenstein,"['Drama', 'Horror', 'Sci-Fi']",1994,2.95,1.05,28.0,28.0,['gothic'],109836,3036.0
274,Man of the House,['Comedy'],1995,2.93,1.24,7.0,7.0,[],113755,40490.0
275,Mixed Nuts,['Comedy'],1994,2.0,0.63,6.0,6.0,[],110538,24070.0
