movie_id,chunk_id,chunk_text,embedding_id,global_id
87,1,"Genres: Children, Comedy",78,344
87,2,Average rating: 2.5/5.0 from 7 ratings,78,345
87,3,Release year: 1996,78,346
88,0,Title: Black Sheep,79,347
88,1,Genres: Comedy,79,348
88,2,Average rating: 3.2/5.0 from 16 ratings,79,349
88,3,Release year: 1996,79,350
89,0,Title: Nick of Time,80,351
89,1,"Genres: Action, Thriller",80,352
89,2,Average rating: 3.2/5.0 from 10 ratings,80,353
89,3,Release year: 1995,80,354
92,0,Title: Mary Reilly,81,355
92,1,"Genres: Drama, Horror, Thriller",81,356
92,2,Average rating: 2.6/5.0 from 8 ratings,81,357
92,3,Tags: jekyll and hyde,81,358
92,4,Release year: 1996,81,359
93,0,Title: Vampire in Brooklyn,82,360
93,1,"Genres: Comedy, Horror, Romance",82,361
93,2,Average rating: 2.8/5.0 from 9 ratings,82,362
93,3,Release year: 1995,82,363
94,0,Title: Beautiful Girls,83,364
94,1,"Genres: Comedy, Drama, Romance",83,365
94,2,Average rating: 4.0/5.0 from 10 ratings,83,366
94,3,Release year: 1996,83,367
95,0,Title: Broken Arrow,84,368
95,1,"Genres: Action, Adventure, Thriller",84,369
95,2,Average rating: 3.0/5.0 from 84 ratings,84,370
95,3,Release year: 1996,84,371
96,0,Title: In the Bleak Midwinter,85,372
96,1,"Genres: Comedy, Drama",85,373
96,2,Average rating: 3.5/5.0 from 1 ratings,85,374
96,3,Tags: theater,85,375
96,4,Release year: 1995,85,376
97,0,Title: Hate Haine La,86,377
97,1,"Genres: Crime, Drama",86,378
97,2,Average rating: 3.9/5.0 from 10 ratings,86,379
97,3,Release year: 1995,86,380
99,0,Title: Heidi Fleiss Hollywood Madam,87,381
99,1,Genres: Documentary,87,382
99,2,Average rating: 5.0/5.0 from 2 ratings,87,383
99,3,Release year: 1995,87,384
100,0,Title: City Hall,88,385
100,1,"Genres: Drama, Thriller",88,386
100,2,Average rating: 2.8/5.0 from 14 ratings,88,387
100,3,Release year: 1996,88,388
101,0,Title: Bottle Rocket,89,389
101,1,"Genres: Adventure, Comedy, Crime, Romance",89,390
101,2,Average rating: 3.8/5.0 from 23 ratings,89,391
101,3,"Tags: quirky, offbeat comedy, crime",89,392
101,4,Release year: 1996,89,393
102,0,Title: Mr Wrong,90,394
102,1,Genres: Comedy,90,395
102,2,Average rating: 2.4/5.0 from 5 ratings,90,396
102,3,Release year: 1996,90,397
103,0,Title: Unforgettable,91,398
103,1,"Genres: Mystery, Sci-Fi, Thriller",91,399
103,2,Average rating: 3.0/5.0 from 3 ratings,91,400
103,3,Release year: 1996,91,401
104,0,Title: Happy Gilmore,92,402
104,1,Genres: Comedy,92,403
104,2,Average rating: 3.4/5.0 from 99 ratings,92,404
104,3,"Tags: test tag, adam sandler, golf",92,405
104,4,Release year: 1996,92,406
105,0,Title: Bridges of Madison County The,93,407
105,1,"Genres: Drama, Romance",93,408
105,2,Average rating: 3.3/5.0 from 23 ratings,93,409
105,3,Release year: 1995,93,410
106,0,Title: Nobody Loves Me Keiner liebt mich,94,411
106,1,"Genres: Comedy, Drama",94,412
106,2,Average rating: 4.0/5.0 from 1 ratings,94,413
106,3,Release year: 1994,94,414
107,0,Title: Muppet Treasure Island,95,415
107,1,"Genres: Adventure, Children, Comedy, Musical",95,416
107,2,Average rating: 3.3/5.0 from 26 ratings,95,417
107,3,Tags: muppets,95,418
107,4,Release year: 1996,95,419
108,0,Title: Catwalk,96,420
108,1,Genres: Documentary,96,421
108,2,Average rating: 4.0/5.0 from 1 ratings,96,422
108,3,Release year: 1996,96,423
110,0,Title: Braveheart,97,424
110,1,"Genres: Action, Drama, War",97,425
110,2,Average rating: 4.0/5.0 from 237 ratings,97,426
110,3,"Tags: mel gibson, scotland, oscar best cinematography, inspirational, sword fight, historical, beautiful scenery, epic, medieval, revenge",97,427
110,4,Release year: 1995,97,428
111,0,Title: Taxi Driver,98,429
111,1,"Genres: Crime, Drama, Thriller",98,430
111,2,Average rating: 4.1/5.0 from 104 ratings,98,431
111,3,Tags: assassination,98,432
111,4,Release year: 1976,98,433
112,0,Title: Rumble in the Bronx Hont faan kui,99,434
112,1,"Genres: Action, Adventure, Comedy, Crime",99,435
112,2,Average rating: 3.5/5.0 from 46 ratings,99,436
112,3,Release year: 1995,99,437
113,0,Title: Before and After,100,438
113,1,"Genres: Drama, Mystery",100,439
113,2,Average rating: 3.3/5.0 from 3 ratings,100,440
113,3,Release year: 1996,100,441
116,0,Title: Anne Frank Remembered,101,442
116,1,Genres: Documentary,101,443
116,2,Average rating: 3.9/5.0 from 5 ratings,101,444
116,3,Tags: holocaust,101,445
116,4,Release year: 1995,101,446
117,0,Title: Young Poisoners Handbook The,102,447
117,1,"Genres: Crime, Drama",102,448
117,2,Average rating: 3.0/5.0 from 1 ratings,102,449
117,3,Release year: 1995,102,450
118,0,Title: If Lucy Fell,103,451
118,1,"Genres: Comedy, Romance",103,452
118,2,Average rating: 2.5/5.0 from 2 ratings,103,453
118,3,Release year: 1996,103,454
119,0,Title: Steal Big Steal Little,104,455
119,1,Genres: Comedy,104,456
119,2,Average rating: 3.0/5.0 from 2 ratings,104,457
119,3,Release year: 1995,104,458
121,0,Title: Boys of St Vincent The,105,459
121,1,Genres: Drama,105,460
121,2,Average rating: 4.0/5.0 from 2 ratings,105,461
121,3,Release year: 1992,105,462
122,0,Title: Boomerang,106,463
122,1,"Genres: Comedy, Romance",106,464
122,2,Average rating: 2.7/5.0 from 16 ratings,106,465
122,3,Tags: dating,106,466
122,4,Release year: 1992,106,467
123,0,Title: Chungking Express Chung Hing sam lam,107,468
123,1,"Genres: Drama, Mystery, Romance",107,469
123,2,Average rating: 4.4/5.0 from 4 ratings,107,470
123,3,Release year: 1994,107,471
125,0,Title: Flirting With Disaster,108,472
125,1,Genres: Comedy,108,473
125,2,Average rating: 3.6/5.0 from 12 ratings,108,474
125,3,Release year: 1996,108,475
126,0,Title: NeverEnding Story III The,109,476
126,1,"Genres: Adventure, Children, Fantasy",109,477
126,2,Average rating: 2.0/5.0 from 7 ratings,109,478
126,3,Release year: 1994,109,479
128,0,Title: Jupiters Wife,110,480
128,1,Genres: Documentary,110,481
128,2,Average rating: 3.0/5.0 from 1 ratings,110,482
128,3,Release year: 1994,110,483
129,0,Title: Pie in the Sky,111,484
129,1,"Genres: Comedy, Romance",111,485
129,2,Average rating: 2.0/5.0 from 1 ratings,111,486
129,3,Release year: 1996,111,487
132,0,Title: Jade,112,488
132,1,Genres: Thriller,112,489
132,2,Average rating: 2.8/5.0 from 6 ratings,112,490
132,3,Release year: 1995,112,491
135,0,Title: Down Periscope,113,492
135,1,Genres: Comedy,113,493
135,2,Average rating: 3.0/5.0 from 31 ratings,113,494
135,3,Release year: 1996,113,495
137,0,Title: Man of the Year,114,496
137,1,Genres: Documentary,114,497
137,2,Average rating: 3.0/5.0 from 1 ratings,114,498
137,3,Release year: 1995,114,499
140,0,Title: Up Close and Personal,115,500
140,1,"Genres: Drama, Romance",115,501
140,2,Average rating: 3.5/5.0 from 16 ratings,115,502
140,3,Tags: journalism,115,503
140,4,Release year: 1996,115,504
141,0,Title: Birdcage The,116,505
141,1,Genres: Comedy,116,506
141,2,Average rating: 3.5/5.0 from 86 ratings,116,507
141,3,Release year: 1996,116,508
144,0,Title: Brothers McMullen The,117,509
144,1,Genres: Comedy,117,510
144,2,Average rating: 3.3/5.0 from 12 ratings,117,511
144,3,Release year: 1995,117,512
145,0,Title: Bad Boys,118,513
145,1,"Genres: Action, Comedy, Crime, Drama, Thriller",118,514
145,2,Average rating: 3.2/5.0 from 51 ratings,118,515
145,3,Release year: 1995,118,516
146,0,Title: Amazing Panda Adventure The,119,517
146,1,"Genres: Adventure, Children",119,518
146,2,Average rating: 3.3/5.0 from 3 ratings,119,519
146,3,Release year: 1995,119,520
147,0,Title: Basketball Diaries The,120,521
147,1,Genres: Drama,120,522
147,2,Average rating: 3.5/5.0 from 15 ratings,120,523
147,3,"Tags: heroin, addiction, leonardo dicaprio, mark wahlberg",120,524
147,4,Release year: 1995,120,525
148,0,Title: Awfully Big Adventure An,121,526
148,1,Genres: Drama,121,527
148,2,Average rating: 5.0/5.0 from 1 ratings,121,528
148,3,Release year: 1995,121,529
149,0,Title: Amateur,122,530
149,1,"Genres: Crime, Drama, Thriller",122,531
149,2,Average rating: 2.0/5.0 from 1 ratings,122,532
149,3,Release year: 1994,122,533
150,0,Title: Apollo 13,123,534
150,1,"Genres: Adventure, Drama, IMAX",123,535
150,2,Average rating: 3.9/5.0 from 201 ratings,123,536
150,3,"Tags: nasa, moon, space",123,537
150,4,Release year: 1995,123,538
151,0,Title: Rob Roy,124,539
151,1,"Genres: Action, Drama, Romance, War",124,540
151,2,Average rating: 3.5/5.0 from 44 ratings,124,541
151,3,Release year: 1995,124,542
152,0,Title: Addiction The,125,543
152,1,"Genres: Drama, Horror",125,544
152,2,Average rating: 1.5/5.0 from 2 ratings,125,545
152,3,Release year: 1995,125,546
153,0,Title: Batman Forever,126,547
153,1,"Genres: Action, Adventure, Comedy, Crime",126,548
153,2,Average rating: 2.9/5.0 from 137 ratings,126,549
153,3,Tags: superhero,126,550
153,4,Release year: 1995,126,551
154,0,Title: Beauty of the Day Belle de jour,127,552
154,1,Genres: Drama,127,553
154,2,Average rating: 3.9/5.0 from 12 ratings,127,554
154,3,Release year: 1967,127,555
155,0,Title: Beyond Rangoon,128,556
155,1,"Genres: Adventure, Drama, War",128,557
155,2,Average rating: 2.4/5.0 from 6 ratings,128,558
155,3,Release year: 1995,128,559
156,0,Title: Blue in the Face,129,560
156,1,"Genres: Comedy, Drama",129,561
156,2,Average rating: 3.3/5.0 from 3 ratings,129,562
156,3,Release year: 1995,129,563
157,0,Title: Canadian Bacon,130,564
157,1,"Genres: Comedy, War",130,565
157,2,Average rating: 2.9/5.0 from 11 ratings,130,566
157,3,Release year: 1995,130,567
158,0,Title: Casper,131,568
158,1,"Genres: Adventure, Children",131,569
158,2,Average rating: 2.8/5.0 from 62 ratings,131,570
158,3,Release year: 1995,131,571
159,0,Title: Clockers,132,572
159,1,"Genres: Crime, Drama, Mystery",132,573
159,2,Average rating: 2.9/5.0 from 14 ratings,132,574
159,3,Release year: 1995,132,575
160,0,Title: Congo,133,576
160,1,"Genres: Action, Adventure, Mystery, Sci-Fi",133,577
160,2,Average rating: 2.9/5.0 from 57 ratings,133,578
160,3,Tags: michael crichton,133,579
160,4,Release year: 1995,133,580
161,0,Title: Crimson Tide,134,581
161,1,"Genres: Drama, Thriller, War",134,582
161,2,Average rating: 3.6/5.0 from 103 ratings,134,583
161,3,Tags: submarine,134,584
161,4,Release year: 1995,134,585
162,0,Title: Crumb,135,586
162,1,Genres: Documentary,135,587
162,2,Average rating: 4.2/5.0 from 17 ratings,135,588
162,3,Tags: in netflix queue,135,589
162,4,Release year: 1994,135,590
163,0,Title: Desperado,136,591
163,1,"Genres: Action, Romance, Western",136,592
163,2,Average rating: 3.6/5.0 from 66 ratings,136,593
163,3,Release year: 1995,136,594
164,0,Title: Devil in a Blue Dress,137,595
164,1,"Genres: Crime, Film-Noir, Mystery, Thriller",137,596
164,2,Average rating: 3.3/5.0 from 14 ratings,137,597
164,3,Release year: 1995,137,598
165,0,Title: Die Hard With a Vengeance,138,599
165,1,"Genres: Action, Crime, Thriller",138,600
165,2,Average rating: 3.6/5.0 from 144 ratings,138,601
165,3,Release year: 1995,138,602
166,0,Title: Doom Generation The,139,603
166,1,"Genres: Comedy, Crime, Drama",139,604
166,2,Average rating: 2.8/5.0 from 3 ratings,139,605
166,3,Release year: 1995,139,606
168,0,Title: First Knight,140,607
168,1,"Genres: Action, Drama, Romance",140,608
168,2,Average rating: 3.1/5.0 from 54 ratings,140,609
168,3,Release year: 1995,140,610
169,0,Title: Free Willy 2 The Adventure Home,141,611
169,1,"Genres: Adventure, Children, Drama",141,612
169,2,Average rating: 2.4/5.0 from 10 ratings,141,613
169,3,Release year: 1995,141,614
170,0,Title: Hackers,142,615
170,1,"Genres: Action, Adventure, Crime, Thriller",142,616
170,2,Average rating: 3.2/5.0 from 35 ratings,142,617
170,3,Release year: 1995,142,618
171,0,Title: Jeffrey,143,619
171,1,"Genres: Comedy, Drama",143,620
171,2,Average rating: 3.8/5.0 from 6 ratings,143,621
171,3,Release year: 1995,143,622
172,0,Title: Johnny Mnemonic,144,623
172,1,"Genres: Action, Sci-Fi, Thriller",144,624
172,2,Average rating: 2.7/5.0 from 53 ratings,144,625
172,3,Release year: 1995,144,626
173,0,Title: Judge Dredd,145,627
